timeseq,forvar,forvarN,ind_fe,ind_fr,yyyy,qq,tm
104,"gf","gf, federal government spending",2.84053,-3.401968,1985,4,1985.75
104,"gs","gs, state government spending",1.27416,.2435048,1985,4,1985.75
104,"gy","gy (growth rate of output)",-.862816,-.0366561,1985,4,1985.75
104,"hs","hs (housing starts)",.027354,-.0003633,1985,4,1985.75
104,"ip","ip (industrial production)",-1.19636,-.0631992,1985,4,1985.75
104,"nri","nri, non-residential investment",-3.30895,.1236681,1985,4,1985.75
104,"pi","pi (inflation)",-1.32222,-.5429913,1985,4,1985.75
104,"ri","ri, residential investment",6.62718,-.0460041,1985,4,1985.75
104,"ue","ue (unemployment rate)",-.083733,-.1506128,1985,4,1985.75
105,"3tb","3tb, 3 month t-bills interest rate",-1.16255,-.1420999,1986,1,1986
105,"aaa","aaa, interest rate",-1.20367,-.7510225,1986,1,1986
105,"c","c, consumption",.409058,.8058786,1986,1,1986
105,"cpi","cpi, cpi inflation",-1.48382,-.4594656,1986,1,1986
105,"gf","gf, federal government spending",-2.80269,-4.400497,1986,1,1986
105,"gs","gs, state government spending",1.76423,.8275245,1986,1,1986
105,"gy","gy (growth rate of output)",-.525668,.3173988,1986,1,1986
105,"hs","hs (housing starts)",-.007364,.0348522,1986,1,1986
105,"ip","ip (industrial production)",-1.27867,1.216443,1986,1,1986
105,"nri","nri, non-residential investment",-7.93361,-.0607008,1986,1,1986
105,"pi","pi (inflation)",-1.17327,-.3985185,1986,1,1986
105,"ri","ri, residential investment",1.56283,3.903875,1986,1,1986
105,"ue","ue (unemployment rate)",.176062,-.341077,1986,1,1986
106,"3tb","3tb, 3 month t-bills interest rate",-.690787,-.7984484,1986,2,1986.25
106,"aaa","aaa, interest rate",-.317329,-1.048214,1986,2,1986.25
106,"c","c, consumption",.22718,.311008,1986,2,1986.25
106,"cpi","cpi, cpi inflation",-.00172,-1.403241,1986,2,1986.25
106,"gf","gf, federal government spending",.178499,2.726089,1986,2,1986.25
106,"gs","gs, state government spending",2.21971,-.2598164,1986,2,1986.25
106,"gy","gy (growth rate of output)",-.86432,.3246404,1986,2,1986.25
106,"hs","hs (housing starts)",-.099696,.0668438,1986,2,1986.25
106,"ip","ip (industrial production)",.620152,-.3616533,1986,2,1986.25
106,"nri","nri, non-residential investment",-2.72105,.1283229,1986,2,1986.25
106,"pi","pi (inflation)",-.221391,-.9913344,1986,2,1986.25
106,"ri","ri, residential investment",-1.6979,2.482379,1986,2,1986.25
106,"ue","ue (unemployment rate)",-.082839,.1511897,1986,2,1986.25
107,"3tb","3tb, 3 month t-bills interest rate",-.01125,-.7744458,1986,3,1986.5
107,"aaa","aaa, interest rate",.310667,-.5782083,1986,3,1986.5
107,"c","c, consumption",.185351,-.2205419,1986,3,1986.5
107,"cpi","cpi, cpi inflation",.499136,-.0141543,1986,3,1986.5
107,"gf","gf, federal government spending",1.59068,-1.226954,1986,3,1986.5
107,"gs","gs, state government spending",.449283,.3126763,1986,3,1986.5
107,"gy","gy (growth rate of output)",-.070557,-.2587461,1986,3,1986.5
107,"hs","hs (housing starts)",-.082129,-.0347294,1986,3,1986.5
107,"ip","ip (industrial production)",2.42227,-.7870653,1986,3,1986.5
107,"nri","nri, non-residential investment",4.27285,-2.522265,1986,3,1986.5
107,"pi","pi (inflation)",.397164,-.8106109,1986,3,1986.5
107,"ri","ri, residential investment",-3.56469,-.9774409,1986,3,1986.5
107,"ue","ue (unemployment rate)",-.409167,.163118,1986,3,1986.5
108,"3tb","3tb, 3 month t-bills interest rate",.427478,-.3927809,1986,4,1986.75
108,"aaa","aaa, interest rate",.3106,.2460176,1986,4,1986.75
108,"c","c, consumption",-1.10739,-.6940979,1986,4,1986.75
108,"cpi","cpi, cpi inflation",.537696,-.0062253,1986,4,1986.75
108,"gf","gf, federal government spending",2.20369,-.5897732,1986,4,1986.75
108,"gs","gs, state government spending",.98507,-.3131871,1986,4,1986.75
108,"gy","gy (growth rate of output)",1.01361,-.3808757,1986,4,1986.75
108,"hs","hs (housing starts)",-.060131,-.0449399,1986,4,1986.75
108,"ip","ip (industrial production)",3.97838,-.9203016,1986,4,1986.75
108,"nri","nri, non-residential investment",4.64141,-1.046465,1986,4,1986.75
108,"pi","pi (inflation)",-.34219,.1152488,1986,4,1986.75
108,"ri","ri, residential investment",-3.11911,-1.202846,1986,4,1986.75
108,"ue","ue (unemployment rate)",-.604167,.0166668,1986,4,1986.75
109,"3tb","3tb, 3 month t-bills interest rate",.1646,.2549999,1987,1,1987
109,"aaa","aaa, interest rate",.526301,-.103986,1987,1,1987
109,"c","c, consumption",.210403,-1.049307,1987,1,1987
109,"cpi","cpi, cpi inflation",.475013,-.0167261,1987,1,1987
109,"gf","gf, federal government spending",-3.4953,.2493927,1987,1,1987
109,"gs","gs, state government spending",.298182,1.078847,1987,1,1987
109,"gy","gy (growth rate of output)",1.52005,.0119291,1987,1,1987
109,"hs","hs (housing starts)",-.07187,-.0166329,1987,1,1987
109,"ip","ip (industrial production)",3.55259,.1583443,1987,1,1987
109,"nri","nri, non-residential investment",4.42393,.8124046,1987,1,1987
109,"pi","pi (inflation)",-.615669,.269796,1987,1,1987
109,"ri","ri, residential investment",-4.75676,.2534888,1987,1,1987
109,"ue","ue (unemployment rate)",-.659364,-.1462121,1987,1,1987
110,"3tb","3tb, 3 month t-bills interest rate",-.128308,.2983636,1987,2,1987.25
110,"aaa","aaa, interest rate",.417014,.2595184,1987,2,1987.25
110,"c","c, consumption",-.118575,1.126795,1987,2,1987.25
110,"cpi","cpi, cpi inflation",-.284147,.6238691,1987,2,1987.25
110,"gf","gf, federal government spending",-.523017,.1518614,1987,2,1987.25
110,"gs","gs, state government spending",.499825,-.7187684,1987,2,1987.25
110,"gy","gy (growth rate of output)",1.32503,.0302592,1987,2,1987.25
110,"hs","hs (housing starts)",-.104076,-.0016551,1987,2,1987.25
110,"ip","ip (industrial production)",3.84446,-.7207968,1987,2,1987.25
110,"nri","nri, non-residential investment",8.58365,1.080085,1987,2,1987.25
110,"pi","pi (inflation)",-.664417,.1801113,1987,2,1987.25
110,"ri","ri, residential investment",-2.96778,-.9428628,1987,2,1987.25
110,"ue","ue (unemployment rate)",-.615238,-.2471753,1987,2,1987.25
111,"3tb","3tb, 3 month t-bills interest rate",.038033,-.0297437,1987,3,1987.5
111,"aaa","aaa, interest rate",-.138203,.5965642,1987,3,1987.5
111,"c","c, consumption",.076442,.2165438,1987,3,1987.5
111,"cpi","cpi, cpi inflation",-.390612,.1377976,1987,3,1987.5
111,"gf","gf, federal government spending",-4.56025,1.827682,1987,3,1987.5
111,"gs","gs, state government spending",-.061861,.5749257,1987,3,1987.5
111,"gy","gy (growth rate of output)",1.28589,.0700392,1987,3,1987.5
111,"hs","hs (housing starts)",-.071882,-.0428798,1987,3,1987.5
111,"ip","ip (industrial production)",2.08994,.1975346,1987,3,1987.5
111,"nri","nri, non-residential investment",6.72711,.6282977,1987,3,1987.5
111,"pi","pi (inflation)",-.938093,.4310899,1987,3,1987.5
111,"ri","ri, residential investment",-1.99418,.5506908,1987,3,1987.5
111,"ue","ue (unemployment rate)",-.316407,-.4378248,1987,3,1987.5
112,"3tb","3tb, 3 month t-bills interest rate",.516464,-.2748592,1987,4,1987.75
112,"aaa","aaa, interest rate",-.3576,.0330523,1987,4,1987.75
112,"c","c, consumption",.939905,-.8808091,1987,4,1987.75
112,"cpi","cpi, cpi inflation",-.135427,-.3619679,1987,4,1987.75
112,"gf","gf, federal government spending",.145851,-.4343584,1987,4,1987.75
112,"gs","gs, state government spending",.826035,.184931,1987,4,1987.75
112,"gy","gy (growth rate of output)",1.64085,-.6992918,1987,4,1987.75
112,"hs","hs (housing starts)",-.040774,-.0366242,1987,4,1987.75
112,"ip","ip (industrial production)",2.54818,-.6010706,1987,4,1987.75
112,"nri","nri, non-residential investment",1.76405,-.7334557,1987,4,1987.75
112,"pi","pi (inflation)",.067469,-.9218552,1987,4,1987.75
112,"ri","ri, residential investment",1.31291,-.7384824,1987,4,1987.75
112,"ue","ue (unemployment rate)",-.547368,.1047508,1987,4,1987.75
113,"3tb","3tb, 3 month t-bills interest rate",1.2005,-.2155484,1988,1,1988
113,"aaa","aaa, interest rate",-.150952,-.3895714,1988,1,1988
113,"c","c, consumption",1.26484,.1661662,1988,1,1988
113,"cpi","cpi, cpi inflation",.014996,-.1270833,1988,1,1988
113,"gf","gf, federal government spending",.566998,-.7824415,1988,1,1988
113,"gs","gs, state government spending",.235206,.1907855,1988,1,1988
113,"gy","gy (growth rate of output)",1.44404,-.3562808,1988,1,1988
113,"hs","hs (housing starts)",-.02799,-.0173991,1988,1,1988
113,"ip","ip (industrial production)",1.01473,-.1496049,1988,1,1988
113,"nri","nri, non-residential investment",1.83475,1.782827,1988,1,1988
113,"pi","pi (inflation)",.173842,-.0179137,1988,1,1988
113,"ri","ri, residential investment",.616348,-1.893519,1988,1,1988
113,"ue","ue (unemployment rate)",-.577778,-.1463451,1988,1,1988
114,"3tb","3tb, 3 month t-bills interest rate",1.01867,.5872396,1988,2,1988.25
114,"aaa","aaa, interest rate",-.6056,.3196668,1988,2,1988.25
114,"c","c, consumption",.625167,.5065061,1988,2,1988.25
114,"cpi","cpi, cpi inflation",.408984,.1388889,1988,2,1988.25
114,"gf","gf, federal government spending",2.6152,2.095462,1988,2,1988.25
114,"gs","gs, state government spending",.537164,-.3912154,1988,2,1988.25
114,"gy","gy (growth rate of output)",.791037,.1594022,1988,2,1988.25
114,"hs","hs (housing starts)",-.010318,-.0363755,1988,2,1988.25
114,"ip","ip (industrial production)",-1.05048,1.368698,1988,2,1988.25
114,"nri","nri, non-residential investment",1.91042,.905426,1988,2,1988.25
114,"pi","pi (inflation)",.562158,-.0717275,1988,2,1988.25
114,"ri","ri, residential investment",-.95614,-.2134472,1988,2,1988.25
114,"ue","ue (unemployment rate)",-.18,-.5364765,1988,2,1988.25
115,"3tb","3tb, 3 month t-bills interest rate",.648375,.5451666,1988,3,1988.5
115,"aaa","aaa, interest rate",-1.01053,.0871669,1988,3,1988.5
115,"c","c, consumption",.966007,.1105374,1988,3,1988.5
115,"cpi","cpi, cpi inflation",-.295213,.3197712,1988,3,1988.5
115,"gf","gf, federal government spending",-.320607,2.076786,1988,3,1988.5
115,"gs","gs, state government spending",.187133,.1648465,1988,3,1988.5
115,"gy","gy (growth rate of output)",.012851,.5074452,1988,3,1988.5
115,"hs","hs (housing starts)",-.004153,-.0184239,1988,3,1988.5
115,"ip","ip (industrial production)",-2.50606,.8558904,1988,3,1988.5
115,"nri","nri, non-residential investment",-1.11532,1.474285,1988,3,1988.5
115,"pi","pi (inflation)",-.026012,.1613468,1988,3,1988.5
115,"ri","ri, residential investment",-2.39921,.6802333,1988,3,1988.5
115,"ue","ue (unemployment rate)",-.214902,-.0516255,1988,3,1988.5
116,"3tb","3tb, 3 month t-bills interest rate",.417857,.2847767,1988,4,1988.75
116,"aaa","aaa, interest rate",-1.032,-.3056211,1988,4,1988.75
116,"c","c, consumption",.004418,.3889316,1988,4,1988.75
116,"cpi","cpi, cpi inflation",-.449358,-.0906513,1988,4,1988.75
116,"gf","gf, federal government spending",2.15659,1.022724,1988,4,1988.75
116,"gs","gs, state government spending",1.11088,-.2210098,1988,4,1988.75
116,"gy","gy (growth rate of output)",-.366349,.0338914,1988,4,1988.75
116,"hs","hs (housing starts)",-.027818,.0150542,1988,4,1988.75
116,"ip","ip (industrial production)",-2.13073,1.031651,1988,4,1988.75
116,"nri","nri, non-residential investment",-2.63855,1.043043,1988,4,1988.75
116,"pi","pi (inflation)",-.442531,.2973737,1988,4,1988.75
116,"ri","ri, residential investment",-3.61926,.4674059,1988,4,1988.75
116,"ue","ue (unemployment rate)",-.190667,-.0908823,1988,4,1988.75
117,"3tb","3tb, 3 month t-bills interest rate",-.466243,.9067541,1989,1,1989
117,"aaa","aaa, interest rate",-1.044,-.1714393,1989,1,1989
117,"c","c, consumption",-.008321,-.300165,1989,1,1989
117,"cpi","cpi, cpi inflation",.089497,-.0691964,1989,1,1989
117,"gf","gf, federal government spending",-1.52016,-.7452933,1989,1,1989
117,"gs","gs, state government spending",.971465,-.2287635,1989,1,1989
117,"gy","gy (growth rate of output)",-.109033,-.2591051,1989,1,1989
117,"hs","hs (housing starts)",-.053649,.0162434,1989,1,1989
117,"ip","ip (industrial production)",-1.28717,.0848024,1989,1,1989
117,"nri","nri, non-residential investment",.902013,-.1621029,1989,1,1989
117,"pi","pi (inflation)",-.498381,.0854324,1989,1,1989
117,"ri","ri, residential investment",-1.74234,.0606357,1989,1,1989
117,"ue","ue (unemployment rate)",-.192451,-.062353,1989,1,1989
118,"3tb","3tb, 3 month t-bills interest rate",-.266219,-.2816367,1989,2,1989.25
118,"aaa","aaa, interest rate",-.684788,-.4533333,1989,2,1989.25
118,"c","c, consumption",-1.1191,.9026121,1989,2,1989.25
118,"cpi","cpi, cpi inflation",-.33819,.3038542,1989,2,1989.25
118,"gf","gf, federal government spending",2.53811,.94867,1989,2,1989.25
118,"gs","gs, state government spending",-.321741,.5251297,1989,2,1989.25
118,"gy","gy (growth rate of output)",-.436222,.2370448,1989,2,1989.25
118,"hs","hs (housing starts)",-.079184,-.0108908,1989,2,1989.25
118,"ip","ip (industrial production)",-.518896,.0111504,1989,2,1989.25
118,"nri","nri, non-residential investment",-.88486,.5723162,1989,2,1989.25
118,"pi","pi (inflation)",-.273196,-.1726297,1989,2,1989.25
118,"ri","ri, residential investment",-4.59477,1.3242,1989,2,1989.25
118,"ue","ue (unemployment rate)",-.169608,-.070956,1989,2,1989.25
119,"3tb","3tb, 3 month t-bills interest rate",-.009867,-.3276072,1989,3,1989.5
119,"aaa","aaa, interest rate",.019231,-.7064976,1989,3,1989.5
119,"c","c, consumption",-.459041,-.2270111,1989,3,1989.5
119,"cpi","cpi, cpi inflation",.693438,-.808791,1989,3,1989.5
119,"gf","gf, federal government spending",.996598,-.3801582,1989,3,1989.5
119,"gs","gs, state government spending",-.181655,-.491846,1989,3,1989.5
119,"gy","gy (growth rate of output)",-.902077,.216154,1989,3,1989.5
119,"hs","hs (housing starts)",-.105228,-.0137179,1989,3,1989.5
119,"ip","ip (industrial production)",-.112254,.3864182,1989,3,1989.5
119,"nri","nri, non-residential investment",-.392191,.3701379,1989,3,1989.5
119,"pi","pi (inflation)",-.120295,-.2842659,1989,3,1989.5
119,"ri","ri, residential investment",-7.93862,.1972944,1989,3,1989.5
119,"ue","ue (unemployment rate)",-.06,-.0758332,1989,3,1989.5
120,"3tb","3tb, 3 month t-bills interest rate",.124375,-.237323,1989,4,1989.75
120,"aaa","aaa, interest rate",.441179,-.3815383,1989,4,1989.75
120,"c","c, consumption",-1.7112,-.3340275,1989,4,1989.75
120,"cpi","cpi, cpi inflation",1.57593,-.1977678,1989,4,1989.75
120,"gf","gf, federal government spending",4.21457,-1.387963,1989,4,1989.75
120,"gs","gs, state government spending",.87842,-.4664745,1989,4,1989.75
120,"gy","gy (growth rate of output)",-1.43982,-.4083845,1989,4,1989.75
120,"hs","hs (housing starts)",-.150266,-.0204626,1989,4,1989.75
120,"ip","ip (industrial production)",-.775827,-.2384022,1989,4,1989.75
120,"nri","nri, non-residential investment",-.769249,-.7530189,1989,4,1989.75
120,"pi","pi (inflation)",-.134031,-.2363599,1989,4,1989.75
120,"ri","ri, residential investment",-11.9739,.2943062,1989,4,1989.75
120,"ue","ue (unemployment rate)",.010196,.0720588,1989,4,1989.75
121,"3tb","3tb, 3 month t-bills interest rate",-.442833,.3141146,1990,1,1990
121,"aaa","aaa, interest rate",-.199,.6443267,1990,1,1990
121,"c","c, consumption",-3.26687,1.020924,1990,1,1990
121,"cpi","cpi, cpi inflation",.965214,.3496393,1990,1,1990
121,"gf","gf, federal government spending",6.82711,.6235778,1990,1,1990
121,"gs","gs, state government spending",-.244207,-.2740885,1990,1,1990
121,"gy","gy (growth rate of output)",-2.20863,-.0353998,1990,1,1990
121,"hs","hs (housing starts)",-.210288,-.0289508,1990,1,1990
121,"ip","ip (industrial production)",-2.76257,-.5722954,1990,1,1990
121,"nri","nri, non-residential investment",-5.13547,1.290599,1990,1,1990
121,"pi","pi (inflation)",.035546,.0283124,1990,1,1990
121,"ri","ri, residential investment",-16.1921,-.5093704,1990,1,1990
121,"ue","ue (unemployment rate)",.291905,-.0872899,1990,1,1990
122,"3tb","3tb, 3 month t-bills interest rate",-.93375,.0879167,1990,2,1990.25
122,"aaa","aaa, interest rate",-.467238,.1612857,1990,2,1990.25
122,"c","c, consumption",-2.20829,-1.077671,1990,2,1990.25
122,"cpi","cpi, cpi inflation",.47896,-.4240598,1990,2,1990.25
122,"gf","gf, federal government spending",6.47377,.7524217,1990,2,1990.25
122,"gs","gs, state government spending",-1.96787,.7049415,1990,2,1990.25
122,"gy","gy (growth rate of output)",-2.36646,-.0530942,1990,2,1990.25
122,"hs","hs (housing starts)",-.238263,-.054056,1990,2,1990.25
122,"ip","ip (industrial production)",-3.66784,.0816154,1990,2,1990.25
122,"nri","nri, non-residential investment",-5.28342,-1.628816,1990,2,1990.25
122,"pi","pi (inflation)",-.280762,-.0002989,1990,2,1990.25
122,"ri","ri, residential investment",-15.1983,-4.074756,1990,2,1990.25
122,"ue","ue (unemployment rate)",.66,-.1001985,1990,2,1990.25
123,"3tb","3tb, 3 month t-bills interest rate",-.834333,-.4443751,1990,3,1990.5
123,"aaa","aaa, interest rate",-.295744,-.2229395,1990,3,1990.5
123,"c","c, consumption",-1.67174,-.4842405,1990,3,1990.5
123,"cpi","cpi, cpi inflation",-.089833,.4902564,1990,3,1990.5
123,"gf","gf, federal government spending",3.40153,-1.566729,1990,3,1990.5
123,"gs","gs, state government spending",-1.12393,-.8215201,1990,3,1990.5
123,"gy","gy (growth rate of output)",-1.53329,-.8545533,1990,3,1990.5
123,"hs","hs (housing starts)",-.190229,-.0925343,1990,3,1990.5
123,"ip","ip (industrial production)",-1.83412,-1.22192,1990,3,1990.5
123,"nri","nri, non-residential investment",-3.67585,-1.491079,1990,3,1990.5
123,"pi","pi (inflation)",-.750255,.0170003,1990,3,1990.5
123,"ri","ri, residential investment",-10.5946,-.724548,1990,3,1990.5
123,"ue","ue (unemployment rate)",.705897,.207906,1990,3,1990.5
124,"3tb","3tb, 3 month t-bills interest rate",-1.14427,-.1470962,1990,4,1990.75
124,"aaa","aaa, interest rate",-.272667,-.1119516,1990,4,1990.75
124,"c","c, consumption",-.992786,-1.645523,1990,4,1990.75
124,"cpi","cpi, cpi inflation",-1.46984,1.13508,1990,4,1990.75
124,"gf","gf, federal government spending",1.02402,.0605089,1990,4,1990.75
124,"gs","gs, state government spending",-.64802,-.7018386,1990,4,1990.75
124,"gy","gy (growth rate of output)",-.570283,-1.723398,1990,4,1990.75
124,"hs","hs (housing starts)",-.093706,-.1342981,1990,4,1990.75
124,"ip","ip (industrial production)",-.832808,-1.920138,1990,4,1990.75
124,"nri","nri, non-residential investment",-4.06267,-2.04599,1990,4,1990.75
124,"pi","pi (inflation)",-1.06175,.1297179,1990,4,1990.75
124,"ri","ri, residential investment",-2.37161,-5.748466,1990,4,1990.75
124,"ue","ue (unemployment rate)",.391333,.4816025,1990,4,1990.75
125,"3tb","3tb, 3 month t-bills interest rate",-.841704,-.8973452,1991,1,1991
125,"aaa","aaa, interest rate",.021778,-.4226854,1991,1,1991
125,"c","c, consumption",.122442,-.221449,1991,1,1991
125,"cpi","cpi, cpi inflation",-.720719,-1.012881,1991,1,1991
125,"gf","gf, federal government spending",-.632094,1.806808,1991,1,1991
125,"gs","gs, state government spending",-.064132,-.7768139,1991,1,1991
125,"gy","gy (growth rate of output)",-.410797,-.1232547,1991,1,1991
125,"hs","hs (housing starts)",-.058254,-.0353351,1991,1,1991
125,"ip","ip (industrial production)",-.526074,-.7776444,1991,1,1991
125,"nri","nri, non-residential investment",-4.20691,-1.879852,1991,1,1991
125,"pi","pi (inflation)",-.408673,-.3086823,1991,1,1991
125,"ri","ri, residential investment",3.51762,-2.393648,1991,1,1991
125,"ue","ue (unemployment rate)",.273676,.2474048,1991,1,1991
126,"3tb","3tb, 3 month t-bills interest rate",-1.19046,-.1567762,1991,2,1991.25
126,"aaa","aaa, interest rate",-.291158,.2045556,1991,2,1991.25
126,"c","c, consumption",-.461169,.1201232,1991,2,1991.25
126,"cpi","cpi, cpi inflation",-.72395,.028186,1991,2,1991.25
126,"gf","gf, federal government spending",-2.7456,1.400597,1991,2,1991.25
126,"gs","gs, state government spending",.303712,-.493652,1991,2,1991.25
126,"gy","gy (growth rate of output)",-.543656,.0119587,1991,2,1991.25
126,"hs","hs (housing starts)",-.02472,-.0398819,1991,2,1991.25
126,"ip","ip (industrial production)",-.02039,.2336958,1991,2,1991.25
126,"nri","nri, non-residential investment",.377167,-.6985042,1991,2,1991.25
126,"pi","pi (inflation)",-.574894,-.0693585,1991,2,1991.25
126,"ri","ri, residential investment",4.71849,2.270993,1991,2,1991.25
126,"ue","ue (unemployment rate)",.391128,.0594543,1991,2,1991.25
127,"3tb","3tb, 3 month t-bills interest rate",-1.64384,-.1766856,1991,3,1991.5
127,"aaa","aaa, interest rate",-.554485,.0559691,1991,3,1991.5
127,"c","c, consumption",-.387274,.1234085,1991,3,1991.5
127,"cpi","cpi, cpi inflation",-.627437,-.1939894,1991,3,1991.5
127,"gf","gf, federal government spending",-.757799,-.764931,1991,3,1991.5
127,"gs","gs, state government spending",.627082,-.3347511,1991,3,1991.5
127,"gy","gy (growth rate of output)",-.886086,.2026355,1991,3,1991.5
127,"hs","hs (housing starts)",-.027399,-.0121229,1991,3,1991.5
127,"ip","ip (industrial production)",-1.58923,.4208923,1991,3,1991.5
127,"nri","nri, non-residential investment",-.788297,-.1727335,1991,3,1991.5
127,"pi","pi (inflation)",-.75907,-.0812782,1991,3,1991.5
127,"ri","ri, residential investment",1.48315,.3508377,1991,3,1991.5
127,"ue","ue (unemployment rate)",.644561,-.025987,1991,3,1991.5
128,"3tb","3tb, 3 month t-bills interest rate",-1.27082,-.9741003,1991,4,1991.75
128,"aaa","aaa, interest rate",-.265982,-.4732861,1991,4,1991.75
128,"c","c, consumption",.511267,-.2643936,1991,4,1991.75
128,"cpi","cpi, cpi inflation",-.384948,-.3193001,1991,4,1991.75
128,"gf","gf, federal government spending",-1.15566,.5021259,1991,4,1991.75
128,"gs","gs, state government spending",.633183,-.7531697,1991,4,1991.75
128,"gy","gy (growth rate of output)",.366344,-.4647326,1991,4,1991.75
128,"hs","hs (housing starts)",.016947,-.0487331,1991,4,1991.75
128,"ip","ip (industrial production)",-.585248,-1.245033,1991,4,1991.75
128,"nri","nri, non-residential investment",2.401,-3.020096,1991,4,1991.75
128,"pi","pi (inflation)",-.374438,-.340602,1991,4,1991.75
128,"ri","ri, residential investment",7.39146,-3.529785,1991,4,1991.75
128,"ue","ue (unemployment rate)",.692308,.1511495,1991,4,1991.75
129,"3tb","3tb, 3 month t-bills interest rate",-.801201,-.9,1992,1,1992
129,"aaa","aaa, interest rate",-.264182,-.1646931,1992,1,1992
129,"c","c, consumption",.656303,-.3145617,1992,1,1992
129,"cpi","cpi, cpi inflation",-.233814,-.3660256,1992,1,1992
129,"gf","gf, federal government spending",-2.7131,.5582379,1992,1,1992
129,"gs","gs, state government spending",.213907,-.1016399,1992,1,1992
129,"gy","gy (growth rate of output)",.41251,-.3771042,1992,1,1992
129,"hs","hs (housing starts)",-.019024,.013104,1992,1,1992
129,"ip","ip (industrial production)",-.104805,-.8137805,1992,1,1992
129,"nri","nri, non-residential investment",5.30524,-1.333686,1992,1,1992
129,"pi","pi (inflation)",-.212182,-.140625,1992,1,1992
129,"ri","ri, residential investment",3.85159,1.73035,1992,1,1992
129,"ue","ue (unemployment rate)",.515179,.2749279,1992,1,1992
130,"3tb","3tb, 3 month t-bills interest rate",-.971518,-.180224,1992,2,1992.25
130,"aaa","aaa, interest rate",-.541685,.0527262,1992,2,1992.25
130,"c","c, consumption",.210054,-.1557772,1992,2,1992.25
130,"cpi","cpi, cpi inflation",-.397788,.0316679,1992,2,1992.25
130,"gf","gf, federal government spending",-1.52984,.0811425,1992,2,1992.25
130,"gs","gs, state government spending",-.049006,.035257,1992,2,1992.25
130,"gy","gy (growth rate of output)",-.41085,.1844973,1992,2,1992.25
130,"hs","hs (housing starts)",-.104637,.0580527,1992,2,1992.25
130,"ip","ip (industrial production)",-1.58053,.8814104,1992,2,1992.25
130,"nri","nri, non-residential investment",6.08712,.2796877,1992,2,1992.25
130,"pi","pi (inflation)",-.417655,-.0300456,1992,2,1992.25
130,"ri","ri, residential investment",-1.80489,-.0087443,1992,2,1992.25
130,"ue","ue (unemployment rate)",.453514,.1192243,1992,2,1992.25
131,"3tb","3tb, 3 month t-bills interest rate",-.4112,-.8717507,1992,3,1992.5
131,"aaa","aaa, interest rate",-.396104,-.4696068,1992,3,1992.5
131,"c","c, consumption",1.05098,-.2509191,1992,3,1992.5
131,"cpi","cpi, cpi inflation",-.427367,-.3444322,1992,3,1992.5
131,"gf","gf, federal government spending",-.88219,-.7146138,1992,3,1992.5
131,"gs","gs, state government spending",.662653,-.1654617,1992,3,1992.5
131,"gy","gy (growth rate of output)",.209203,-.5052217,1992,3,1992.5
131,"hs","hs (housing starts)",-.051383,-.0449455,1992,3,1992.5
131,"ip","ip (industrial production)",-1.57642,-1.309184,1992,3,1992.5
131,"nri","nri, non-residential investment",5.84203,-1.033475,1992,3,1992.5
131,"pi","pi (inflation)",-.350275,-.4857295,1992,3,1992.5
131,"ri","ri, residential investment",-.980032,-.7461379,1992,3,1992.5
131,"ue","ue (unemployment rate)",-.072778,.5121995,1992,3,1992.5
132,"3tb","3tb, 3 month t-bills interest rate",-.252973,-.3047394,1992,4,1992.75
132,"aaa","aaa, interest rate",-.691294,.0515856,1992,4,1992.75
132,"c","c, consumption",.967648,.0540402,1992,4,1992.75
132,"cpi","cpi, cpi inflation",-.372635,-.0960806,1992,4,1992.75
132,"gf","gf, federal government spending",-4.00703,.5784528,1992,4,1992.75
132,"gs","gs, state government spending",.507823,.2619269,1992,4,1992.75
132,"gy","gy (growth rate of output)",.651243,-.1634004,1992,4,1992.75
132,"hs","hs (housing starts)",-.034335,.0014991,1992,4,1992.75
132,"ip","ip (industrial production)",-.410858,-1.142286,1992,4,1992.75
132,"nri","nri, non-residential investment",8.27651,.0924914,1992,4,1992.75
132,"pi","pi (inflation)",-.441511,-.0740352,1992,4,1992.75
132,"ri","ri, residential investment",2.99867,.8332279,1992,4,1992.75
132,"ue","ue (unemployment rate)",-.210256,.0838675,1992,4,1992.75
133,"3tb","3tb, 3 month t-bills interest rate",-.260777,-.1047529,1993,1,1993
133,"aaa","aaa, interest rate",-.677704,-.2055394,1993,1,1993
133,"c","c, consumption",.358729,.3942694,1993,1,1993
133,"cpi","cpi, cpi inflation",-.638899,-.1201723,1993,1,1993
133,"gf","gf, federal government spending",-5.08118,-.5933788,1993,1,1993
133,"gs","gs, state government spending",.183431,.011727,1993,1,1993
133,"gy","gy (growth rate of output)",-.073732,.1398237,1993,1,1993
133,"hs","hs (housing starts)",-.026626,-.0102918,1993,1,1993
133,"ip","ip (industrial production)",-.406717,-.1434795,1993,1,1993
133,"nri","nri, non-residential investment",7.87997,.7138699,1993,1,1993
133,"pi","pi (inflation)",-.581627,-.0469,1993,1,1993
133,"ri","ri, residential investment",.445805,-.7166167,1993,1,1993
133,"ue","ue (unemployment rate)",-.054121,-.1912587,1993,1,1993
134,"3tb","3tb, 3 month t-bills interest rate",.038345,-.2320695,1993,2,1993.25
134,"aaa","aaa, interest rate",-.362269,-.3008701,1993,2,1993.25
134,"c","c, consumption",.461095,.0175057,1993,2,1993.25
134,"cpi","cpi, cpi inflation",-.955793,.0961038,1993,2,1993.25
